Prefix,Next Activity - Ground Truth,Role Prefix,Next Role,Time Between Prefix,Next Activity - Prediction,Correct Prediction
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.999229737508277]",10,0
"[1, 12, 12]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.999229737508277, -0.7494728383491137]",10,0
"[1, 12, 12, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.999229737508277, -0.7494728383491137, 0.8456874640362007]",10,1
"[1, 12, 12, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.999229737508277, -0.7494728383491137, 0.8456874640362007, 0.7844167597087471]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.1133074749294523]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.1133074749294523, -0.7666922439033917]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, 0.2887594604885262]",10,0
"[1, 12, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.2887594604885262, 0.09109589093288949]",10,1
"[1, 12, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.2887594604885262, 0.09109589093288949, 0.47738900085105734]",2,1
[1],14,[1],1,[-1.4224766107948632],12,0
"[1, 14]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6166114201599869]",12,0
"[1, 14, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6166114201599869, 1.0093558640315707]",2,0
"[1, 14, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6166114201599869, 1.0093558640315707, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.18331781298158983]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.18331781298158983, -0.2116108741739884]",2,1
[1],14,[1],1,[-1.4224766107948632],12,0
"[1, 14]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7905204805892722]",12,0
"[1, 14, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7905204805892722, 0.9619402497831253]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6205523839527634]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6205523839527634, 0.057717730481564575]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9731723245562416]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9731723245562416, 0.4873333697464236]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9731723245562416, 0.4873333697464236, 0.7964677095093431]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0140501305618201]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0140501305618201, -0.33985940507730883]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.9815725831359582]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9815725831359582, -1.0910354331737393]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9815725831359582, -1.0910354331737393, 0.17549271407395622]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8634077347071057]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8634077347071057, 0.00895627225571822]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8634077347071057, 0.00895627225571822, 0.8713000922811747]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.7141062333617181]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7141062333617181, 1.0307687102258463]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9636143416450255]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9636143416450255, 0.23299767513448524]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9636143416450255, 0.23299767513448524, 0.701327427559698]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.4120546589799012]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.4120546589799012, 0.9166167942262153]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4120546589799012, 0.9166167942262153, 0.2704533741149579]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.32378687223544866]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.32378687223544866, 1.032979024548593]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.533192854020349]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.533192854020349, 0.5196848494622183]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.1423652814971961]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.1423652814971961, 0.10974907893198914]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9636080244194398]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9636080244194398, 0.5170955927620267]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9636080244194398, 0.5170955927620267, 1.01447392263529]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.5580371161092448]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5580371161092448, -0.6265673585265185]",2,1
[12],14,[1],1,[-1.4224766107948632],10,0
"[12, 14]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0805156754504215]",10,1
"[12, 14, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0805156754504215, 0.5268693011137715]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.6893778067508478]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6893778067508478, 0.8438442092033767]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6893778067508478, 0.8438442092033767, 0.7860613856029317]",10,1
"[1, 12, 14, 12, 10]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6893778067508478, 0.8438442092033767, 0.7860613856029317, -0.9729737036015484]",2,0
"[1, 12, 14, 12, 10, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6893778067508478, 0.8438442092033767, 0.7860613856029317, -0.9729737036015484, 0.8146902751448084]",10,1
"[1, 12, 14, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6893778067508478, 0.8438442092033767, 0.7860613856029317, -0.9729737036015484, 0.8146902751448084, 0.69904346851448]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8611063683682496]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8611063683682496, 0.3120045422841057]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7155230252084865]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7155230252084865, 0.6886056855024117]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7155230252084865, 0.6886056855024117, -0.09023904065232838]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7155230252084865, 0.6886056855024117, -0.09023904065232838, 0.5435043980086088]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8742149171455349]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, -0.37595546330712837]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.06509089181260853]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.06509089181260853, -0.30020405775180053]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.06509089181260853, -0.30020405775180053, 0.036574691176973345]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.06509089181260853, -0.30020405775180053, 0.036574691176973345, 0.4871653931822206]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.28626451688608096]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.28626451688608096, -0.33177456878221917]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0326877709524613]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0326877709524613, -0.6157737977460219]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8917706065071159]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8917706065071159, -0.24302765821584688]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",1,"[1, 1]",1,"[-1.4224766107948632, 0.599168332735848]",12,0
"[1, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632]",12,1
"[1, 1, 1, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393]",10,0
"[1, 1, 1, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393, 0.14328658137101102]",10,0
"[1, 1, 1, 12, 14, 12]",14,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393, 0.14328658137101102, 0.7489888243506295]",10,0
"[1, 1, 1, 12, 14, 12, 14]",12,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393, 0.14328658137101102, 0.7489888243506295, -1.0302840343980082]",12,1
"[1, 1, 1, 12, 14, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393, 0.14328658137101102, 0.7489888243506295, -1.0302840343980082, 0.5461383108430603]",10,1
"[1, 1, 1, 12, 14, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.599168332735848, -1.4224766107948632, -1.0910354331737393, 0.14328658137101102, 0.7489888243506295, -1.0302840343980082, 0.5461383108430603, -0.9502296925060997]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5068477736827428]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5068477736827428, -0.9502296925060997]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8453116897430006]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8453116897430006, 0.6818536395822442]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.18098510680372795]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.18098510680372795, -0.3383872518180053]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.7462284150772021]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7462284150772021, 0.5268984745137074]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7456920152277476]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7456920152277476, 0.9623814231091821]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8437162617947928]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8437162617947928, 0.9752823172590117]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.999229737508277]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.999229737508277, 0.5388554804877934]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.903912019031535]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, 0.650710792323363]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, 0.650710792323363, -0.39985210740138105]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5550713059857947]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5550713059857947, -0.7941605752536266]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0140501305618201]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0140501305618201, 0.10106687213645366]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.4487120231716539]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.4487120231716539, -0.4357695661401212]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4487120231716539, -0.4357695661401212, 0.22252634939200636]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4487120231716539, -0.4357695661401212, 0.22252634939200636, 0.06182219587891428]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.7779266714174383]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7779266714174383, 0.9615871684158361]",10,0
"[1, 12, 14, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7779266714174383, 0.9615871684158361, 0.25467489601330856]",10,1
"[1, 12, 14, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7779266714174383, 0.9615871684158361, 0.25467489601330856, 0.9865246571429228]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.18605261703902135]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.6964268294345416]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6964268294345416, 1.115769016334283]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6964268294345416, 1.115769016334283, 0.627989694195824]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9301680529382633]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9301680529382633, -0.5882418996580566]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.903912019031535]",10,0
"[1, 12, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, -0.25553434392246155]",10,1
"[1, 12, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, -0.25553434392246155, 0.8206055873542755]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.2205112689092929]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.2205112689092929, 0.6900564044305799]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.2205112689092929, 0.6900564044305799, 0.6541336158509617]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.29857188988606337]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.29857188988606337, -0.04161503148567562]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.749284540590479]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.749284540590479, 0.8119717198098807]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.19951633398239693]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.19951633398239693, 0.47107048452142863]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",3,"[1, 1]",1,"[-1.4224766107948632, 0.039309764794357584]",10,0
"[1, 12, 3]",3,"[1, 1, 1]",1,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139]",10,0
"[1, 12, 3, 3]",9,"[1, 1, 1, 1]",2,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139, 0.9053014750300973]",10,0
"[1, 12, 3, 3, 9]",9,"[1, 1, 1, 1, 2]",2,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139, 0.9053014750300973, 0.96327892409266]",15,0
"[1, 12, 3, 3, 9, 9]",8,"[1, 1, 1, 1, 2, 2]",1,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139, 0.9053014750300973, 0.96327892409266, -1.1863531516504815]",2,0
"[1, 12, 3, 3, 9, 9, 8]",3,"[1, 1, 1, 1, 2, 2, 1]",1,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139, 0.9053014750300973, 0.96327892409266, -1.1863531516504815, -0.05934417273758636]",10,0
"[1, 12, 3, 3, 9, 9, 8, 3]",10,"[1, 1, 1, 1, 2, 2, 1, 1]",1,"[-1.4224766107948632, 0.039309764794357584, 0.7924353129005139, 0.9053014750300973, 0.96327892409266, -1.1863531516504815, -0.05934417273758636, 0.4689777440716723]",10,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.4951744845109233]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4951744845109233, -0.09993449727159454]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.4951744845109233, -0.09993449727159454, -0.6677885598871531]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9886174982436079]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9886174982436079, 0.4673562310739944]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9886174982436079, 0.4673562310739944, 0.7881050183873646]",2,1
[1],14,[1],1,[-1.4224766107948632],12,0
"[1, 14]",10,"[1, 1]",1,"[-1.4224766107948632, 0.2245931750896881]",12,0
"[1, 14, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.2245931750896881, 0.9186892952498711]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",1,"[1, 1]",1,"[-1.4224766107948632, -0.3505369335918799]",12,0
"[1, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.3505369335918799, 0.860588866599351]",12,1
"[1, 1, 1, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.3505369335918799, 0.860588866599351, 0.8696269215442236]",10,0
"[1, 1, 1, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.3505369335918799, 0.860588866599351, 0.8696269215442236, -0.999229737508277]",12,1
"[1, 1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.3505369335918799, 0.860588866599351, 0.8696269215442236, -0.999229737508277, 0.8262780177800415]",10,1
"[1, 1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.3505369335918799, 0.860588866599351, 0.8696269215442236, -0.999229737508277, 0.8262780177800415, -0.999229737508277]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.19030039508409624]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9612223498279945]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9612223498279945, -0.14922396812382463]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.02687165723144279]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.02687165723144279, 0.2036161913739417]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6325006367585242]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6325006367585242, -0.19964610699573954]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6237942465685854]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6237942465685854, 0.7887160226475177]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6237942465685854, 0.7887160226475177, 0.6891537034512482]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6237942465685854, 0.7887160226475177, 0.6891537034512482, 0.09194165468224051]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.17001004769366942]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.17001004769366942, -0.673982954226045]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8811680079360862]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8811680079360862, 0.16468171858205655]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.048229782510454]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.048229782510454, 1.128360617293369]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.2413610395198272]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.2413610395198272, 0.16362344963787256]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.13594742100394142]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.13594742100394142, 0.7852952560489111]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8375756257504222]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8375756257504222, 0.7056689350741099]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8375756257504222, 0.7056689350741099, 0.963495257626974]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8375756257504222, 0.7056689350741099, 0.963495257626974, 0.9624369842543777]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.7195138961782312]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9195265985409333]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9195265985409333, 1.0697016627578524]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.7920375361749531]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7920375361749531, 0.5027377056054879]",10,0
"[1, 12, 14, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7920375361749531, 0.5027377056054879, 0.8637330544716438]",10,1
"[1, 12, 14, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7920375361749531, 0.5027377056054879, 0.8637330544716438, 0.7863140105555525]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8028972118882266]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8028972118882266, -0.8811680079360862]",12,1
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8028972118882266, -0.8811680079360862, -0.18944232237878028]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8028972118882266, -0.8811680079360862, -0.18944232237878028, -0.8884170624358094]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
